varName,varTitle,longDescription
GRN4G2,"Number awarded grant and scholarship aid, all income levels 2013-14","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution.

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to public or private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G20,"Number awarded grant and scholarship aid, income level (30,001-48,000), 2011-12","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (30,001-48,000)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G21,"Number awarded grant and scholarship aid, income level (30,001-48,000), 2012-13","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (30,001-48,000)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G22,"Number awarded grant and scholarship aid, income level (30,001-48,000), 2013-14","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (30,001-48,000)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G30,"Number awarded grant and scholarship aid, income level (48,001-75,000), 2011-12","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (48,001-75,000)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G31,"Number awarded grant and scholarship aid, income level (48,001-75,000), 2012-13","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (48,001-75,000)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G32,"Number awarded grant and scholarship aid, income level (48,001-75,000), 2013-14","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (48,001-75,000)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G40,"Number awarded grant and scholarship aid, income level (75,001-110,000), 2011-12","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (75,001-110,000)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G41,"Number awarded grant and scholarship aid, income level (75,001-110,000), 2012-13","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (75,001-110,000)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G42,"Number awarded grant and scholarship aid, income level (75,001-110,000), 2013-14","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (75,001-110,000)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G50,"Number awarded grant and scholarship aid, income level (110,001 or more), 2011-12","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (110,001 or more)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G51,"Number awarded grant and scholarship aid, income level (110,001 or more), 2012-13","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (110,001 or more)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4G52,"Number awarded grant and scholarship aid, income level (110,001 or more), 2013-14","The number of full-time, first-time degree/certificate-seeking undergraduate students who were awarded any Title IV federal student aid and were awarded any grant or scholarship aid from the following sources: the federal government, state/local government, or the institution. INCOME LEVEL (110,001 or more)

Students awarded Title IV federal student aid include students who were awarded federal grant aid or who were awarded federal work study or federal student loans.

Title IV federal student aid includes the following: 

Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant ; Federal Work Study; Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

This variable includes Title IV recipients who were awarded grants or scholarship aid from the federal government, state/local government, or a grant or scholarship from the institution. Students that awarded grant or scholarship aid from private or other sources, or loans or Federal work study are excluded.

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Income level - The income that was used by the institution’s financial aid office to determine the student’s Expected Family Contribution (EFC). For dependent students this will include the parents’ adjusted grossncome and the student’s adjusted gross income. For independent students this will include the student’s adjusted gross income.

Title IV federal grant aid to students includes Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant .

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
GRN4N0,"Total number in all income levels, 2009-10","Total number of full-time, first-time degree/certificate-seeking undergraduates who were awarded title IV federal student aid .  Title IV federal student aid, includes federal grants or federal student loans. 

Applicable to private not-for-profit and for-profit institutions with standard calendar systems (semester, quarter, trimester, 4-1-4) that report financial aid data for students enrolled for the FALL and awarded aid anytime during the full aid year.

Also, applicable to public or private institutions that measure courses primarily by contact hours, or offers primarily occupational programs measured in credit hours with calendar systems that are continuous or differs by programs. These institutions report financial aid data for  students enrolled between the 12-month period (September 1 through August 31) and awarded aid anytime during the full aid year.

Title IV aid to students includes grant aid, work study aid, and loan aid. These include: Federal Pell Grant, Federal Supplemental Educational Opportunity Grant (FSEOG), Academic Competitiveness Grant (ACG), National Science and Mathematics Access to Retain Talent Grant (National SMART Grant), Teacher Education Assistance for College and Higher Education (TEACH) Grant, Federal Work-Study, Federal Perkins Loan, Subsidized Direct or FFEL Stafford Loan, and Unsubsidized Direct or FFEL Stafford Loan.

Full-time, first-time degree/certificate-seeking undergraduates - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate level, who has no prior postsecondary experience, and is enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
